id_usuario,frecuencia_sesiones,tiempo_plataforma,diversidad_categorias,compras_mensuales,gasto_mensual,sensibilidad_descuento,interaccion_recomendaciones,productos_guardados,resenas_realizadas,devoluciones,exploracion_novedades,fidelidad,grupo
1056,14.0,371.7,5,2.0,209.33,92.9,31.990286109891574,8,3,1.0,93.13044050582133,68.6,0
1057,16.0,753.0875000000001,5,0.0,43.98,40.9,27.709091341281685,7,1,2.0,79.97159546145342,69.8,0
1058,1.0499999999999998,123.5,4,1.0499999999999998,117.612,6.3,8.0,9,3,2.0,57.7,57.785,2
1059,19.8,244.8,5,0.0,202.86,49.0,8.0,6,0,1.0,69.2,64.67999999999999,1
1060,22.780853473713485,244.1,1,3.0,250.3,81.87264797663313,11.0,5,1,0.0,45.6,92.9,1
1061,3.85,309.5,5,1.4,128.29950000000002,68.2,3.0,3,0,1.0,72.8,37.375,2
1062,14.0,618.2,5,1.0,100.34,91.2,24.451348233092737,5,6,2.5,98.94473037681324,26.2,0
1063,27.71804071799196,141.1,3,1.0,241.63,96.08272680034844,11.0,9,2,0.0,76.4,71.1,1
1064,9.0,136.9,5,0.0,99.62,11.7,21.37584078345592,7,0,0.0,86.69438543907776,33.5,0
1065,3.5,127.1,2,1.0499999999999998,35.514,37.9,9.0,4,2,0.0,49.6,43.48500000000001,2
1066,21.6,218.5,3,6.449999999999999,455.112,27.9,12.0,10,2,1.0,50.0,49.8,1
1067,25.84604897044533,658.5,2,6.0,223.46,85.27224350125213,14.0,5,5,0.0,64.3,64.9,1
1068,3.85,178.7,4,1.0499999999999998,30.4245,69.7,7.0,9,3,2.0,33.7,62.595,2
1069,12.0,149.9,5,3.0,40.84,11.0,31.990286109891574,5,6,0.0,96.07921501275362,96.8,0
1070,17.0,305.05,5,4.0,144.61,0.7,27.00580903214937,8,4,0.0,89.52426121838556,42.8,0
1071,19.128939754398587,454.1,3,5.0,369.15,77.21609814271334,9.0,6,1,2.0,74.8,37.5,1
1072,18.0,268.8,5,0.0,125.07,93.3,31.990286109891574,5,3,0.0,96.4749558351688,58.7,0
1073,4.55,274.5,5,1.0499999999999998,132.5295,96.2,8.0,6,2,0.0,63.6,28.6,2
1074,4.199999999999999,53.4,3,1.4,116.95950000000002,11.9,12.0,9,1,1.0,81.4,47.45,2
1075,28.50440714952662,309.0,3,3.0,227.42,89.30256630622557,12.0,6,2,0.0,60.3,43.4,1
1076,23.4,467.2,2,2.2,321.29999999999995,12.2,9.0,4,5,0.0,13.1,62.28,1
1077,4.199999999999999,382.5,4,1.0499999999999998,37.5525,93.4,10.0,2,3,0.0,46.7,24.96,2
1078,17.0,291.4,4,1.0,139.87,45.2,31.246052494102532,8,3,1.0,78.79224966536418,71.3,0
1079,3.85,206.9,1,1.0499999999999998,27.1305,91.0,12.0,4,2,0.0,51.0,31.46,2
1080,25.2,610.0,5,0.0,493.1949375,45.4,6.0,4,0,0.0,34.4,31.68,1
1081,4.55,176.2,3,0.7,44.4825,9.1,14.0,7,1,0.0,96.5,64.41499999999999,2
1082,19.80572252166776,155.9,5,3.0,115.78,87.28058506907972,9.0,7,3,0.0,31.5,20.1,1
1083,25.962264381172098,382.6,1,3.0,113.12,82.7798944080456,15.0,12,3,0.0,7.6,62.7,1
1084,18.110233768633165,116.3,1,2.0,77.23,75.33161287007152,9.0,10,0,1.0,80.2,38.2,2
1085,3.15,324.0,2,0.7,40.5045,51.4,2.0,5,2,2.0,33.2,42.64,2
1086,10.0,208.2,5,2.0,163.84,32.9,15.296637985732785,5,2,0.0,81.07258841054387,78.4,0
1087,3.15,295.6,1,1.0499999999999998,27.4905,16.4,7.0,5,1,0.0,1.9,15.21,2
1088,14.13442121219664,383.1,1,1.0,62.71,91.76225295765494,5.0,5,4,1.0,4.8,65.8,2
1089,3.15,183.8,4,0.35,32.841,15.6,8.0,2,2,1.0,44.3,39.39,2
1090,18.12125373291244,332.3,3,2.0,133.5,76.2975080995067,14.0,4,3,2.0,86.3,54.0,1
1091,30.6,258.3,1,0.0,125.63599999999998,70.0,14.0,6,1,0.0,25.9,83.39999999999999,1
1092,5.949999999999999,210.0,5,0.35,36.1035,29.6,13.0,10,3,1.0,55.4,64.545,2
1093,18.0,354.8,2,4.4,79.15599999999999,98.4,12.0,3,1,1.0,18.1,107.52,1
1094,12.0,347.2,4,0.0,44.96,46.7,31.899528812052267,3,1,1.0,79.24649832183276,59.2,0
1095,19.0,375.8,4,3.0,97.46,59.6,31.990286109891574,9,2,1.0,88.36878090528428,65.3,0
1096,15.0,81.4,5,2.0,156.79,53.6,29.04955849523969,5,3,0.0,95.25807507621914,72.5,0
1097,3.15,261.6,5,0.7,61.254000000000005,77.1,13.0,7,3,0.0,45.3,62.400000000000006,2
1098,23.4,300.8,2,4.4,354.536,93.6,13.0,4,4,1.0,71.0,45.0,1
1099,21.0,355.9,4,0.0,88.63,84.7,26.27266455005117,6,1,0.0,81.96826462571981,94.9,0
1100,23.4,255.5,1,2.2,493.1949375,51.5,16.0,6,4,0.0,49.4,65.64,1
1101,3.85,239.8,2,0.0,42.4665,93.8,10.0,5,2,1.0,11.5,61.75,2
1102,4.55,247.6,2,0.7,22.3515,41.9,12.0,4,1,1.0,55.9,30.095,2
1103,8.0,220.7,5,2.0,315.72,7.4,18.704897794198047,5,3,0.0,87.65332990698137,81.4,0
1104,23.4,157.4,2,6.449999999999999,201.964,13.3,12.0,7,2,2.0,6.3,54.35999999999999,1
1105,34.2,364.9,3,2.2,298.78799999999995,95.2,7.0,6,2,1.0,22.9,70.92,1
1106,14.924386706522869,446.1,2,1.0,242.6,96.57486400083556,8.0,3,0,1.0,6.9,34.8,1
1107,13.0,145.8,4,0.0,83.99,91.4,19.87222498327264,4,2,1.0,93.32035140178226,65.9,0
1108,20.54573190527513,300.6,2,2.0,265.48,82.34483652409457,10.0,7,1,1.0,56.0,95.9,1
1109,12.118814029420518,540.7,4,1.0,139.35,97.87888887638492,12.0,4,1,2.0,39.3,89.0,1
1110,4.9,753.0875000000001,2,1.75,80.8065,83.8,16.0,4,0,2.5,60.6,55.9,2
1111,28.117404420699824,158.5,3,2.0,150.31,77.48312593617459,4.0,7,0,0.0,10.2,21.0,1
1112,23.4,178.2,1,6.449999999999999,306.208,54.7,7.0,6,2,1.0,74.8,48.96,1
1113,4.9,449.4,4,1.0499999999999998,160.1775,89.8,7.0,8,1,0.0,21.1,54.33,2
1114,11.0,753.0875000000001,4,1.0,211.47,5.7,31.990286109891574,3,1,0.0,83.03734261218236,75.1,0
1115,17.840539319981684,217.5,2,2.0,41.49,83.8605532458038,11.0,2,5,0.0,66.6,71.6,1
1116,14.0,178.2,5,2.0,95.96,38.1,26.393535989582567,12,3,1.0,75.20336679874585,92.5,0
1117,12.0,312.9,5,3.0,214.81,55.6,15.724495083372576,8,2,0.0,77.32214890489469,53.2,0
1118,14.0,194.1,4,4.0,27.64,95.7,31.990286109891574,6,4,0.0,84.4514627053628,41.2,0
1119,23.295713120928973,441.7,5,1.0,75.44,84.74935083369499,5.0,8,0,0.0,79.4,53.8,1
1120,21.3558970774163,335.7,4,6.0,258.85,94.89407522976856,10.0,5,3,0.0,67.2,55.7,1
1121,5.6,461.9,3,0.35,71.48700000000001,68.2,13.0,4,2,2.5,66.9,23.790000000000003,2
1122,18.0,523.4,2,6.449999999999999,256.956,56.3,10.0,5,6,2.0,51.1,108.48,1
1123,4.55,163.5,2,0.35,493.1949375,19.7,5.0,3,2,0.0,64.9,14.56,2
1124,13.0,388.7,4,3.0,493.1949375,45.6,29.51600056807509,10,1,0.0,88.79623286766453,70.9,0
1125,12.0,340.4,5,0.0,70.49,11.1,26.721469526133347,3,2,1.0,99.54627714431894,37.7,0
1126,6.65,189.7,3,0.7,26.2665,45.6,9.0,7,2,1.0,25.8,19.305,2
1127,19.8,91.3,3,0.0,493.1949375,43.9,12.0,7,2,0.0,84.5,68.64,1
1128,20.398241053078824,357.0,2,3.0,250.35,75.34944626286148,9.0,4,1,2.0,54.1,63.1,1
1129,12.0,753.0875000000001,4,2.0,107.72,26.9,31.990286109891574,11,0,0.0,77.13927786801662,79.8,0
1130,5.0,207.3,5,1.0,134.88,39.3,20.49476986715379,6,1,0.0,89.12414413649965,22.0,0
1131,13.0,305.05,4,2.0,225.23,41.2,31.990286109891574,5,2,0.0,79.38859618757155,51.2,0
1132,6.65,357.3,4,1.0499999999999998,101.457,17.2,9.0,6,1,1.0,9.5,16.055,2
1133,14.03330218161597,259.2,4,3.0,235.53,93.79738220987142,5.0,7,1,0.0,87.4,99.1,1
1134,11.0,380.7,4,3.0,76.35,66.9,16.140078422216238,6,3,0.0,86.16974178267984,89.2,0
1135,5.949999999999999,197.9,5,0.0,49.2255,40.1,9.0,8,3,1.0,97.1,63.635000000000005,2
1136,10.0,476.9,4,2.0,460.72,15.8,31.990286109891574,4,0,0.0,84.12509110821316,54.3,0
1137,18.89732862633496,753.0875000000001,1,5.0,198.71,97.43654063902429,9.0,3,2,0.0,68.2,39.8,1
1138,11.0,242.5,5,1.0,385.05,69.3,25.87024778373102,7,1,0.0,82.51651111408778,28.6,0
1139,25.2,499.3,4,2.2,413.7,66.4,11.0,5,1,0.0,13.4,99.84,1
1140,14.0,296.8,5,3.0,93.4,94.6,31.990286109891574,2,1,2.0,93.48460492292462,81.0,0
1141,18.0,345.6,3,2.2,196.448,80.4,7.0,6,1,1.0,61.1,47.04,1
1142,32.4,282.5,4,2.2,278.09599999999995,89.9,10.0,9,5,1.0,45.8,116.4,1
1143,3.85,263.5,3,1.4,129.573,76.0,10.0,9,2,1.0,49.7,39.065000000000005,2
1144,19.8,305.0,4,2.2,390.264,74.5,10.0,1,5,0.0,86.8,40.56,1
1145,3.85,205.9,1,2.1,22.752,75.8,10.0,9,1,1.0,1.8,20.215,2
1146,8.399999999999999,255.9,5,1.0499999999999998,30.942000000000004,94.5,12.0,5,1,2.5,84.2,24.31,2
1147,15.953261740563264,663.6,3,2.0,493.1949375,76.97050909996643,11.0,10,2,0.0,90.0,78.5,1
1148,23.4,382.7,3,2.2,210.7,41.0,3.0,7,1,0.0,6.6,70.32,1
1149,25.2,202.8,5,6.449999999999999,432.3759999999999,96.1,12.0,6,3,0.0,33.0,27.6,1
1150,19.251541990668365,253.2,2,5.0,232.32,83.46305279837874,6.0,6,4,0.0,91.6,49.6,1
1151,11.0,237.6,5,0.0,106.28,68.2,31.990286109891574,6,3,0.0,83.49973900225098,84.3,0
1152,30.6,223.2,4,2.2,77.728,57.5,13.0,4,2,0.0,67.0,42.35999999999999,1
1153,26.697354297187257,283.6,3,3.0,58.46,76.84911694663799,8.0,7,2,0.0,38.2,65.2,1
1154,12.0,192.6,5,2.0,70.11,44.9,31.637230280097366,6,0,0.0,88.4391388906742,31.5,0
1155,10.0,441.4,5,1.0,51.41,21.1,18.222080132335854,3,5,1.0,79.66567916886552,46.7,0
1156,18.0,753.0875000000001,3,6.449999999999999,493.1949375,10.1,13.0,6,1,0.0,55.8,24.6,1
1157,23.4,122.5,4,6.449999999999999,493.1949375,1.2,7.0,3,1,2.0,79.4,90.84,1
1158,6.3,753.0875000000001,5,1.4,131.0085,21.3,4.0,6,1,2.0,24.2,34.97,2
1159,32.4,300.5,1,4.4,203.196,53.8,12.0,11,1,0.0,28.7,35.76,1
1160,6.0,263.1,4,0.0,111.41,90.1,31.990286109891574,3,0,0.0,78.5025926702818,54.33,0
1161,27.0,195.1,3,6.449999999999999,493.1949375,41.5,14.0,6,2,2.0,84.2,49.56,1
1162,23.4,336.9,3,2.2,115.36,64.1,8.0,8,2,2.0,29.0,117.24,1
1163,4.9,264.5,1,0.35,193.716,46.3,8.0,2,3,0.0,23.0,53.04,2
1164,3.85,348.7,1,1.4,123.813,1.4,14.0,5,5,1.0,86.6,34.580000000000005,2
1165,4.199999999999999,558.9,3,0.35,76.7295,42.8,6.0,6,2,0.0,93.0,23.92,2
1166,13.0,56.8,5,1.0,86.75,37.1,31.990286109891574,7,2,1.0,84.70206299261983,81.4,0
1167,5.0,338.2,4,2.0,54.9,31.7,31.990286109891574,3,1,2.0,82.65633705297151,43.7,0
1168,4.199999999999999,101.0,5,1.0499999999999998,90.5175,30.6,10.0,7,1,1.0,19.1,39.78,2
1169,18.0,109.2,5,2.0,349.67,15.2,17.649440257881565,4,1,1.0,88.48225706913641,68.0,0
1170,14.0,428.2,4,2.0,165.4,58.4,31.990286109891574,5,1,2.0,76.15329329567516,64.3,0
1171,2.45,176.4,1,1.0499999999999998,88.8345,80.3,7.0,7,2,1.0,47.0,26.065,2
1172,13.0,110.1,4,4.0,200.9,83.3,15.467199003223207,6,3,2.0,87.070990235466,94.5,0
1173,2.8,753.0875000000001,2,0.7,65.682,26.8,15.0,4,2,0.0,47.8,28.665000000000003,2
1174,26.18955215514223,473.4,3,3.0,180.28,83.25533137266045,13.0,7,1,2.0,26.9,73.3,1
1175,13.0,333.1,4,2.0,352.18,28.4,19.12753279775548,3,3,1.0,92.3391984485856,52.5,0
1176,16.2,462.3,2,0.0,493.1949375,16.1,7.0,7,1,0.0,6.5,107.64,1
1177,13.0,149.3,4,4.0,142.35,62.4,25.156342947305063,3,1,1.0,91.09778768984644,41.2,0
1178,3.85,202.3,5,0.7,34.839,14.6,4.0,11,2,0.0,27.1,32.63,2
1179,30.6,516.9,5,2.2,493.1949375,39.8,10.0,9,3,0.0,77.6,73.67999999999999,1
1180,8.049999999999999,359.9,5,0.7,61.9155,54.3,5.0,9,0,1.0,16.8,30.875,2
1181,25.2,194.6,5,0.0,389.312,67.7,4.0,7,4,0.0,1.5,94.92,1
1182,25.9325694759955,322.5,4,5.0,187.14,76.01822658627472,11.0,3,2,1.0,82.4,87.3,1
1183,2.45,383.1,1,0.35,59.566500000000005,81.7,14.0,8,2,1.0,63.8,60.385000000000005,2
1184,14.0,305.05,4,6.0,167.19,39.4,15.43172815460755,4,0,0.0,82.5696389151338,58.4,0
1185,23.68219276699364,124.8,4,2.0,147.65,78.30168394049457,8.0,8,6,1.0,11.8,55.7,1
1186,3.15,130.2,2,1.0499999999999998,46.6155,28.1,13.0,9,4,0.0,74.8,46.02,2
1187,15.0,268.1,4,4.0,231.54,67.9,24.57675929877739,7,2,2.0,88.83030978119442,87.5,0
1188,13.0,420.5,4,3.0,24.18,20.6,31.990286109891574,8,2,0.0,87.11531362141035,52.2,0
1189,14.0,218.3,4,2.0,190.64,43.7,30.23246861657089,12,0,0.0,75.79800279894486,35.6,0
1190,4.55,274.8,5,1.0499999999999998,30.159,61.4,6.0,7,2,1.0,4.1,20.345,2
1191,16.0,109.6,4,0.0,274.61,81.2,27.01958351432081,7,5,0.0,78.98710748868926,29.7,0
1192,25.2,91.0,2,2.2,110.628,93.1,9.0,4,1,0.0,64.0,69.12,1
1193,2.45,111.6,3,2.1,41.418000000000006,98.0,12.0,1,0,0.0,96.2,21.905,2
1194,29.55084164845627,468.1,2,2.0,168.77,76.11235207214948,8.0,9,2,0.0,63.6,77.3,1
1195,30.6,99.6,3,4.4,332.752,19.2,12.0,8,1,1.0,52.4,30.24,1
1196,14.0,330.3,5,2.0,81.85,85.1,31.14578575375323,9,1,0.0,93.49900453698092,71.7,0
1197,13.0,617.4,5,2.0,265.36,58.6,31.990286109891574,14,3,0.0,88.42252124888081,22.9,0
1198,28.6815561753109,151.7,2,3.0,55.23,91.23035304551836,11.0,2,4,2.0,26.2,30.2,1
1199,14.0,205.4,5,3.0,138.72,30.3,16.312324838141812,6,1,0.0,92.61641049572236,23.9,0
1200,28.8,87.6,2,6.449999999999999,242.004,72.1,6.0,1,2,0.0,7.7,114.12,1
1201,4.55,352.0,4,0.0,96.264,43.0,12.0,5,2,0.0,89.1,36.79,2
1202,26.385859415817897,187.9,2,3.0,89.31,88.19098582067221,11.0,6,1,0.0,36.2,40.7,1
1203,10.0,215.7,4,1.0,130.5,94.6,31.990286109891574,0,2,2.0,87.24239543229724,93.0,0
1204,2.45,288.1,1,0.7,48.024,89.0,12.0,9,2,1.0,31.4,14.82,2
1205,32.4,394.1,1,4.4,349.244,46.4,11.0,12,1,0.0,74.2,110.88,1
1206,5.949999999999999,381.6,4,1.4,64.48049999999999,88.3,4.0,5,2,1.0,87.1,52.715,2
1207,4.55,305.05,1,1.75,60.0885,59.9,7.0,7,3,1.0,34.5,28.145,2
1208,15.0,449.7,4,4.0,125.07,18.4,18.08541045250441,3,3,0.0,93.746681196993,91.8,0
1209,4.55,359.4,5,2.1,37.161,8.8,9.0,7,3,0.0,63.8,59.15,2
1210,5.6,263.2,1,1.4,68.1165,4.5,11.0,9,5,0.0,80.5,61.49,2
1211,9.0,182.0,4,2.0,60.46,4.1,15.409704667784624,7,4,0.0,79.70123009127269,84.3,0
1212,4.9,239.9,3,0.35,74.619,81.7,4.0,7,6,2.0,54.9,23.725,2
1213,5.949999999999999,137.8,5,0.7,57.915,13.2,9.0,7,2,0.0,76.8,40.690000000000005,2
1214,1.75,178.9,3,2.1,13.644,88.7,7.0,9,1,0.0,82.2,56.875,2
1215,17.0,560.3,5,2.0,147.38,29.4,20.37952711918464,5,1,0.0,96.2484565206073,24.7,0
1216,4.55,154.4,3,1.4,176.4225,99.3,11.0,9,0,1.0,52.4,46.08500000000001,2
1217,13.0,452.4,5,2.0,121.95,43.8,29.20845741475521,7,1,1.0,81.97624395298939,93.2,0
1218,34.2,247.5,4,2.2,409.164,15.1,7.0,6,1,2.0,11.7,88.2,1
1219,27.0,366.5,2,2.2,228.76,22.8,11.0,6,1,2.0,17.1,70.67999999999999,1
1220,4.9,79.6,4,1.0499999999999998,273.6135,21.4,8.0,4,3,1.0,24.5,51.545,2
1221,26.106448519866323,264.6,4,0.0,493.1949375,68.2,6.0,11,2,0.0,62.5,64.4,1
1222,4.199999999999999,361.0,1,0.35,180.6075,79.6,11.0,5,1,0.0,38.4,31.915000000000003,2
1223,3.5,567.6,3,0.7,228.9465,14.3,12.0,8,1,1.0,45.2,23.4,2
1224,13.0,274.1,4,1.0,73.31,48.5,15.08677686681546,5,1,2.0,95.54996938560822,41.8,0
1225,22.186058283000776,396.5,4,1.0,56.97,83.6314814072673,6.0,3,4,0.0,23.9,82.6,1
1226,25.229916107021676,294.6,1,3.0,493.1949375,94.3668826393603,13.0,10,2,2.0,63.8,86.6,1
1227,19.836304607469398,204.6,3,1.0,117.09,78.21912330510229,10.0,7,0,0.0,96.9,59.4,1
1228,12.6,286.3,3,4.4,212.436,10.9,10.0,6,1,0.0,4.0,50.52,1
1229,3.15,178.7,1,1.0499999999999998,79.074,82.8,10.0,2,3,0.0,38.9,34.385,2
1230,7.35,273.6,1,0.35,28.287,59.8,11.0,9,3,0.0,54.6,37.18,2
1231,26.32838546978921,344.4,4,3.0,154.38,95.81641695362975,9.0,5,1,0.0,77.8,30.4,1
1232,5.6,391.8,4,1.0499999999999998,34.1955,82.3,4.0,4,3,0.0,57.8,21.775,2
1233,11.0,301.3,4,4.0,234.2,65.7,16.653611601929107,8,1,0.0,80.1985178303112,32.9,0
1234,2.1,310.1,3,1.4,33.165,1.6,9.0,8,2,0.0,16.3,29.705,2
1235,8.0,366.9,5,4.0,60.17,78.7,20.78752683014896,10,1,0.0,82.99073549355916,22.3,0
1236,13.910549788579145,342.9,1,1.0,70.57,83.79390735668711,13.0,4,1,1.0,10.9,72.6,2
1237,5.949999999999999,452.2,4,1.0499999999999998,72.78750000000001,68.2,18.0,10,2,1.0,98.2,58.89,0
1238,3.85,292.5,2,1.4,39.159,84.7,12.0,4,3,2.0,9.5,41.535,2
1239,5.25,277.3,4,0.35,493.1949375,86.0,8.0,4,3,0.0,31.3,39.0,2
1240,4.9,123.8,2,0.35,57.294,99.5,12.0,3,1,0.0,41.0,52.195,2
1241,12.35604397093451,463.4,3,2.0,193.77,85.34435714564407,7.0,5,1,2.5,24.1,47.7,2
1242,7.0,322.4,4,0.0,31.666500000000003,47.8,3.0,6,4,1.0,53.2,38.87,2
1243,5.25,291.0,4,0.7,52.5825,40.0,7.0,8,2,0.0,77.2,27.3,2
1244,21.76048114302182,587.8,4,1.0,127.56,75.00278522408722,11.0,6,1,1.0,95.4,23.9,0
1245,2.8,544.3,4,1.0499999999999998,34.5645,63.4,11.0,5,3,0.0,12.4,56.875,2
1246,6.3,352.4,3,0.0,42.3315,45.4,7.0,7,2,1.0,70.0,42.64,2
1247,15.0,157.9,4,3.0,168.61,93.0,17.309320382515008,6,0,1.0,95.72412685008176,83.7,0
1248,3.5,360.3,4,1.75,19.422,90.3,10.0,4,1,0.0,92.8,37.245,2
1249,18.0,189.8,1,4.4,271.992,13.0,10.0,3,3,0.0,55.9,102.84,1
1250,15.0,378.9,4,2.0,119.85,45.4,31.990286109891574,5,3,2.0,89.04126177136995,61.0,0
1251,16.0,541.4,4,2.0,55.97,0.7,31.990286109891574,8,2,0.0,84.58796733546671,53.3,0
1252,8.0,268.6,5,1.0,33.9,58.9,28.17402305269716,8,0,0.0,90.961631339932,32.1,0
1253,7.0,132.7,4,1.0,123.43,86.3,18.38280646481803,7,3,0.0,92.27948351001729,76.7,0
1254,4.199999999999999,544.6,4,0.7,30.5325,62.5,8.0,9,0,0.0,64.4,48.035,2
1255,5.949999999999999,150.6,2,0.0,19.179,32.0,9.0,3,2,2.0,20.0,57.785,2
1256,12.35754839933839,301.9,3,1.0,75.38,93.07249144893764,8.0,7,1,0.0,62.2,24.7,2
1257,7.699999999999999,261.2,1,0.7,68.751,85.5,7.0,7,1,1.0,3.5,24.115,2
1258,15.0,362.3,4,1.0,167.71,68.2,28.776847154173534,2,3,0.0,83.9061414414349,23.6,0
1259,14.0,305.05,4,3.0,110.96,74.0,31.857989830420674,6,1,2.0,91.45334285855616,54.0,0
1260,16.0,295.0,5,3.0,270.94,8.7,29.575277239446397,4,1,2.0,91.35859272344248,59.1,0
